        64         64        973
        65         65        402
        65         65        778
        66         66          3
        66         66        111
        66         66        451
        66         66        487
        66         66        488
        66         66        523
        67         67        402
        67         67        705
        67         67        738
        67         67        764
        67         67        961
        68         68        595
        68         68        764
        69         69         26
        69         69        147
        69         69        238
        69         69        570
        69         69        628
        69         69        764
        69         69        857
        70         70        480
        70         70        629
        70         70        950
        70         70        998
        71         71          3
        71         71        111
        71         71        451
        71         71        487
        71         71        488
        71         71        523
        72         72        147
        72         72        307
        72         72        443
        72         72        470
        72         72        723
        72         72        764
        72         72        857
        72         72        973
        73         73          3
        73         73        111
        73         73        451
        73         73        487
        73         73        488
        73         73        523
        74         74          3
        74         74        111
        74         74        451
        74         74        487
        74         74        488
        74         74        523
        75         75        647
        75         75        738
        75         75        764
        76         76          3
        76         76        111
        76         76        451
        76         76        487
        76         76        488
        76         76        523
        77         77        402
        77         77        506
        77         77        778
        78         78          3
        78         78        111
        78         78        451
        78         78        487
        78         78        488
        78         78        523
        79         79          3
        79         79        111
        79         79        451
        79         79        487
        79         79        488
        79         79        523
        79         79        647
        79         79        738
        79         79        764
        80         80          3
        80         80        111
        80         80        451
        80         80        487
        80         80        488
        80         80        523
        80         80        647
        80         80        738
        80         80        764
        81         81          3
        81         81        111
        81         81        147
        81         81        451
        81         81        487
        81         81        488
        81         81        523
        81         81        764
        81         81        857
        82         82        307
        82         82        443
        82         82        470
        82         82        723
        82         82        973
        83         83        598
        83         83        628
        83         83        729
        84         84         26
        84         84        238
        84         84        307
        84         84        443
        84         84        570
        84         84        598
        84         84        628
        84         84        723
        84         84        729
        84         84        973
        85         85          3
        85         85        111
        85         85        451
        85         85        487
        85         85        488
        85         85        523
        86         86          3
        86         86        111
        86         86        307
        86         86        443
        86         86        451
        86         86        487
        86         86        488
        86         86        523
        86         86        723
        86         86        973
        87         87        402
        87         87        647
        87         87        764
        87         87        778
        88         88          3
        88         88        111
        88         88        451
        88         88        487
        88         88        488
        88         88        523
        89         89        247
        89         89        470
        89         89        634
        90         90          3
        90         90        111
        90         90        451
        90         90        487
        90         90        488
        90         90        523
        91         91          3
        91         91        111
        91         91        451
        91         91        487
        91         91        488
        91         91        523
        92         92        598
        92         92        628
        92         92        729
        93         93          3
        93         93        111
        93         93        451
        93         93        487
        93         93        488
        93         93        523
        94         94          3
        94         94        111
        94         94        451
        94         94        487
        94         94        488
        94         94        523
        94         94        647
        94         94        738
        94         94        764
        95         95          3
        95         95        111
        95         95        451
        95         95        487
        95         95        488
        95         95        523
        96         96        647
        96         96        738
        96         96        764
        97         97         26
        97         97        238
        97         97        506
        97         97        570
        97         97        628
        97         97        647
        97         97        738
        97         97        764
        98         98          3
        98         98        111
        98         98        451
        98         98        487
        98         98        488
        98         98        523
        99         99        307
        99         99        443
        99         99        470
        99         99        595
        99         99        723
        99         99        764
        99         99        973
       100        100        402
       100        100        595
       100        100        778
       101        101          3
       101        101        111
       101        101        402
       101        101        451
       101        101        487
       101        101        488
       101        101        523
       101        101        705
       101        101        961
       102        102          3
       102        102        111
       102        102        238
       102        102        395
       102        102        451
       102        102        487
       102        102        488
       102        102        523
       103        103          3
       103        103        111
       103        103        451
       103        103        487
       103        103        488
       103        103        523
       104        104          3
       104        104        111
       104        104        451
       104        104        487
       104        104        488
       104        104        523
       105        105        111
       105        105        451
       105        105        487
       105        105        488
       105        105        506
       105        105        523
       106        106        480
       106        106        629
       106        106        634
       106        106        950
       106        106        998
       107        107        247
       107        107        443
       107        107        470
       107        107        506
       107        107        634
       108        108        307
       108        108        443
       108        108        470
       108        108        723
       108        108        973
       109        109        647
       109        109        738
       109        109        764
       110        110        247
       110        110        443
       110        110        470
       110        110        595
       110        110        634
       110        110        764
       111        111        506
       111        111        595
       111        111        764
       112        112        307
       112        112        443
       112        112        470
       112        112        598
       112        112        628
       112        112        723
       112        112        729
       112        112        973
       113        113          3
       113        113        111
       113        113        451
       113        113        480
       113        113        487
       113        113        488
       113        113        523
       113        113        629
       113        113        634
       113        113        950
       113        113        998
       114        114          3
       114        114        111
       114        114        451
       114        114        480
       114        114        487
       114        114        488
       114        114        523
       114        114        595
       114        114        764
       115        115        402
       115        115        778
       116        116        443
       116        116        470
       116        116        723
       116        116        973
       117        117        506
       117        117        647
       117        117        738
       117        117        764
       118        118          3
       118        118        111
       118        118        451
       118        118        487
       118        118        488
       118        118        523
       118        118        570
       118        118        628
       118        118        803
       118        118        826
       118        118        883
       119        119        402
       119        119        595
       119        119        705
       119        119        764
       119        119        961
       120        120         26
       120        120        238
       120        120        395
       120        120        402
       120        120        570
       120        120        595
       120        120        628
       120        120        764
       121        121        647
       121        121        738
       121        121        764
       122        122        480
       122        122        629
       122        122        634
       122        122        950
       122        122        998
       123        123        598
       123        123        628
       123        123        729
       124        124          3
       124        124        111
       124        124        451
       124        124        487
       124        124        488
       124        124        523
       125        125        480
       125        125        629
       125        125        634
       125        125        950
       125        125        998
       126        126        238
       126        126        395
       126        126        647
       126        126        738
       126        126        764
       127        127        595
       127        127        764
       128        128          3
       128        128        111
       128        128        402
       128        128        443
       128        128        451
       128        128        470
       128        128        487
       128        128        488
       128        128        523
       128        128        634
       128        128        778
       129        129         26
       129        129        238
       129        129        570
       129        129        598
       129        129        628
       129        129        729
       130        130        247
       130        130        443
       130        130        470
       130        130        480
       130        130        634
       130        130        950
       130        130        998
       131        131          3
       131        131        111
       131        131        451
       131        131        487
       131        131        523
       132        132          3
       132        132        111
       132        132        307
       132        132        443
       132        132        451
       132        132        470
       132        132        487
       132        132        488
       132        132        523
       132        132        723
       132        132        973
       133        133        247
       133        133        443
       133        133        470
       133        133        634
       134        134        169
       134        134        423
       134        134        432
       134        134        647
       135        135          3
       135        135        111
       135        135        451
       135        135        487
       135        135        488
       136        136        402
       136        136        778
       137        137          3
       137        137        111
       137        137        451
       137        137        487
       137        137        488
       137        137        523
       138        138        402
       138        138        480
       138        138        629
       138        138        647
       138        138        738
       138        138        764
       138        138        778
       138        138        998
       139        139        169
       139        139        402
       139        139        423
       139        139        647
       139        139        705
       139        139        961
       140        140         26
       140        140        238
       140        140        506
       140        140        570
       140        140        628
       141        141        480
       141        141        629
       141        141        634
       141        141        950
       141        141        998
       142        142        238
       142        142        395
       142        142        778
       143        143        307
       143        143        443
       143        143        470
       143        143        723
       144        144        705
       144        144        961
       145        145          3
       145        145        111
       145        145        451
       145        145        487
       145        145        488
       145        145        523
       145        145        961
       146        146         26
       146        146         48
       146        146        238
       146        146        470
       146        146        570
       146        146        610
       146        146        628
       146        146        885
       146        146        973
       147        147          3
       147        147        451
       147        147        487
       147        147        488
       147        147        523
       148        148        169
       148        148        402
       148        148        506
       148        148        598
       148        148        628
       148        148        647
       148        148        705
       148        148        729
       148        148        961
       149        149          3
       149        149        111
       149        149        451
       149        149        487
       149        149        488
       149        149        523
       150        150        480
       150        150        629
       150        150        634
       150        150        738
       150        150        764
       150        150        950
       150        150        998
       151        151        628
       151        151        729
       152        152         26
       152        152        197
       152        152        238
       152        152        570
       152        152        628
       152        152        634
       152        152        998
       153        153        307
       153        153        443
       153        153        470
       153        153        723
       153        153        973
       154        154        307
       154        154        443
       154        154        470
       154        154        723
       154        154        973
       155        155          3
       155        155        111
       155        155        451
       155        155        487
       155        155        488
       155        155        523
       156        156        307
       156        156        443
       156        156        470
       156        156        723
       156        156        973
       157        157         26
       157        157        238
       157        157        570
       157        157        628
       158        158        480
       158        158        629
       158        158        634
       158        158        950
       158        158        998
       159        159          3
       159        159        111
       159        159        451
       159        159        487
       159        159        488
       159        159        523
       160        160        307
       160        160        470
       160        160        723
       160        160        973
       161        161          3
       161        161        111
       161        161        247
       161        161        451
       161        161        487
       161        161        488
       161        161        506
       161        161        523
       161        161        578
       161        161        629
       161        161        634
       161        161        998
       162        162        598
       162        162        628
       162        162        729
       163        163        307
       163        163        443
       163        163        470
       163        163        723
       163        163        973
       164        164        480
       164        164        629
       164        164        634
       164        164        950
       164        164        998
       165        165        247
       165        165        443
       165        165        470
       165        165        506
       165        165        634
       166        166          3
       166        166        111
       166        166        487
       166        166        488
       166        166        523
       166        166        598
       166        166        628
       166        166        729
       167        167          3
       167        167        111
       167        167        451
       167        167        487
       167        167        488
       167        167        506
       167        167        523
       168        168          3
       168        168        111
       168        168        451
       168        168        487
       168        168        488
       168        168        523
       168        168        595
       168        168        764
       169        169        778
       170        170        595
       170        170        764
       171        171        247
       171        171        443
       171        171        470
       171        171        634
       172        172          3
       172        172        111
       172        172        451
       172        172        487
       172        172        488
       172        172        523
       173        173          3
       173        173        111
       173        173        451
       173        173        487
       173        173        488
       173        173        523
       174        174          3
       174        174        111
       174        174        451
       174        174        487
       174        174        488
       174        174        523
       174        174        598
       174        174        628
       174        174        729
       175        175          3
       175        175        111
       175        175        451
       175        175        487
       175        175        488
       175        175        523
       176        176        307
       176        176        402
       176        176        443
       176        176        470
       176        176        778
       176        176        973
       177        177          3
       177        177        111
       177        177        451
       177        177        487
       177        177        488
       177        177        523
       178        178          3
       178        178        111
       178        178        451
       178        178        487
       178        178        488
       178        178        523
       179        179          3
       179        179        111
       179        179        451
       179        179        487
       179        179        488
       179        179        523
       180        180          3
       180        180        111
       180        180        451
       180        180        487
       180        180        488
       180        180        523
       181        181        247
       181        181        443
       181        181        470
       181        181        595
       181        181        634
       182        182        307
       182        182        402
       182        182        443
       182        182        470
       182        182        629
       182        182        634
       182        182        705
       182        182        723
       182        182        950
       182        182        961
       182        182        973
       182        182        998
       183        183          3
       183        183        111
       183        183        238
       183        183        395
       183        183        451
       183        183        480
       183        183        487
       183        183        488
       183        183        523
       183        183        629
       183        183        634
       183        183        950
       183        183        998
       184        184        628
       184        184        729
       185        185         26
       185        185        238
       185        185        402
       185        185        628
       185        185        705
       185        185        961
       186        186          3
       186        186        111
       186        186        451
       186        186        487
       186        186        488
       186        186        523
       186        186        647
       186        186        738
       186        186        764
       187        187        402
       187        187        443
       187        187        506
       187        187        973
       188        188          3
       188        188        111
       188        188        451
       188        188        487
       188        188        488
       188        188        523
       189        189        480
       189        189        629
       189        189        634
       189        189        950
       189        189        998
       190        190          3
       190        190        111
       190        190        451
       190        190        487
       190        190        488
       190        190        523
       191        191          3
       191        191        111
       191        191        451
       191        191        487
       191        191        488
       191        191        523
       191        191        629
       191        191        950
       192        192        307
       192        192        443
       192        192        723
       192        192        973
       193        193          3
       193        193        451
       193        193        488
       193        193        523
       194        194          3
       194        194        111
       194        194        451
       194        194        487
       194        194        488
       194        194        523
       195        195          3
       195        195        111
       195        195        451
       195        195        487
       195        195        488
       195        195        523
       196        196          3
       196        196        111
       196        196        451
       196        196        487
       196        196        488
       196        196        523
       196        196        764
       197        197          3
       197        197        111
       197        197        451
       197        197        487
       197        197        488
       197        197        523
       197        197        647
       197        197        738
       197        197        764
       198        198         26
       198        198        238
       198        198        570
       198        198        628
       198        198        647
       198        198        738
       198        198        764
       199        199         26
       199        199        238
       199        199        570
       199        199        628
       200        200         26
       200        200        147
       200        200        238
       200        200        570
       200        200        628
       200        200        764
       200        200        857
       201        201          3
       201        201        111
       201        201        451
       201        201        487
       201        201        488
       201        201        523
       202        202        307
       202        202        443
       202        202        451
       202        202        470
       202        202        487
       202        202        488
       202        202        523
       202        202        723
       203        203        307
       203        203        723
       203        203        778
       204        204          3
       204        204        111
       204        204        451
       204        204        487
       204        204        488
       204        204        523
       205        205         48
       205        205        470
       205        205        480
       205        205        610
       205        205        629
       205        205        634
       205        205        885
       205        205        950
       205        205        973
       206        206        169
       206        206        423
       206        206        432
       206        206        647
       207        207          3
       207        207        111
       207        207        451
       207        207        487
       207        207        488
       207        207        523
       208        208        307
       208        208        470
       208        208        723
       209        209          3
       209        209        111
       209        209        451
       209        209        487
       209        209        488
       209        209        523
       210        210        480
       210        210        629
       210        210        634
       210        210        764
       210        210        950
       210        210        998
       211        211        480
       211        211        629
       211        211        998
       212        212          3
       212        212        111
       212        212        451
       212        212        487
       212        212        488
       212        212        523
       213        213         26
       213        213        238
       213        213        570
       213        213        628
       214        214          3
       214        214        111
       214        214        451
       214        214        487
       214        214        523
       215        215         26
       215        215        238
       215        215        506
       215        215        570
       215        215        628
       216        216        402
       216        216        595
       216        216        705
       216        216        764
       217        217        402
       217        217        480
       217        217        506
       217        217        629
       217        217        634
       217        217        778
       217        217        950
       217        217        998
       218        218        402
       218        218        778
       219        219          3
       219        219        111
       219        219        451
       219        219        487
       219        219        488
       219        219        523
       220        220        307
       220        220        443
       220        220        470
       220        220        506
       220        220        723
       220        220        973
       221        221         26
       221        221        247
       221        221        443
       221        221        470
       221        221        570
       221        221        628
       221        221        634
       222        222        169
       222        222        307
       222        222        443
       222        222        470
       222        222        506
       222        222        647
       222        222        723
       222        222        973
       223        223          3
       223        223        111
       223        223        451
       223        223        487
       223        223        488
       223        223        523
       224        224          3
       224        224        111
       224        224        238
       224        224        395
       224        224        451
       224        224        487
       224        224        488
       224        224        523
       225        225          3
       225        225        111
       225        225        451
       225        225        487
       225        225        488
       225        225        523
       226        226        307
       226        226        443
       226        226        470
       226        226        506
       226        226        723
       226        226        973
